Chemical Name,Chemical ID
Acifran,CID01211
Clomifene,CID01212
Nicotinamide,CID01213
Ketotifen,CID01214
Resminostat,CID01215
Bisindolylmaleimide,CID01216
Ampalex,CID01217
L-655240,CID01218
As-703026,CID01219
Vincamine,CID01220
Sn-38,CID01221
Fingolimod,CID01222
Elacridar,CID01223
Salirasib,CID01224
Benzamil,CID01225
Gaboxadol,CID01227
Trimethobenzamide,CID01229
Cobicistat,CID01230
10-debc,CID01231
Dosulepin,CID01233
Lxr-623,CID01234
Way-362450,CID01235
Mk-5108,CID01236
Baricitinib,CID01237
Gallopamil,CID01238
Mitiglinide,CID01239
Anacetrapib,CID01242
Tolimidone,CID01243
At-9283,CID01244
Efatutazone,CID01245
Meptazinol,CID01246
Ifenprodil,CID01247
Av-412,CID01248
Diphenylpyraline,CID01249
Licarbazepine,CID01250
Mizolastine,CID01251
Cariporide,CID01252
Medetomidine,CID01253
Olprinone,CID01254
Cep-32496,CID01255
Apabetalone,CID01256
Vernakalant,CID01257
Cnqx,CID01258
Darapladib,CID01259
Mubritinib,CID01260
Neostigmine,CID01261
Phenformin,CID01262
Beclomethasone-dipropionate,CID01263
Ici-162846,CID01264
Imiloxan,CID01265
Varespladib,CID01266
Sr-57227a,CID01267
Clioquinol,CID01268
Tas-103,CID01269
Deforolimus,CID01270
3-amino-benzamide,CID01271
Lcl-161,CID01272
Racecadotril,CID01273
Balicatib,CID01275
Metatinib,CID01276
Levocetirizine,CID01277
Fadrozole,CID01278
Camicinal,CID01279
Cromoglicic-acid,CID01280
Abt-239,CID01282
Bardoxolone-methyl,CID01283
Senicapoc,CID01284
Selinexor,CID01285
Mecamylamine,CID01286
Colforsin-daproate,CID01287
Salvinorin-a,CID01288
Pterostilbene,CID01289
Bifemelane,CID01290
Setiptiline,CID01291
Dolutegravir,CID01292
Bindarit,CID01293
Rotundine,CID01295
Sr-27897,CID01296
Adoprazine,CID01297
Pd-123319,CID01298
Glasdegib,CID01299
Zk-93423,CID01301
Metixene,CID01302
Levocabastine,CID01303
L-name,CID01304
Vanoxerine,CID01305
Vgx-1027,CID01306
Pemirolast,CID01307
Ivabradine,CID01308
Lucitanib,CID01309
Ib-meca,CID01310
Zd-7288,CID01311
Phensuximide,CID01312
Jtc-801,CID01313
Atracurium,CID01315
Chloroxine,CID01316
Filgotinib,CID01317
Prx-08066,CID01318
Mk-0893,CID01319
Zaprinast,CID01320
Indobufen,CID01322
Atrasentan,CID01323
Tesaglitazar,CID01324
Rebamipide,CID01325
Penitrem-a,CID01326
Ellagic-acid,CID01327
17-hydroxyprogesterone-caproate,CID01330
Mk-8245,CID01331
Anisodamine,CID01332
Potassium-canrenoate,CID01333
Pca-4248,CID01335
Mg-132,CID01336
Zd-7114,CID01337
Benzydamine,CID01338
Pki-179,CID01339
Lomeguatrib,CID01340
Tolperisone,CID01341
Proguanil,CID01342
Pd-153035,CID01343
Clobetasol,CID01344
Licochalcone-a,CID01345
Zaldaride,CID01346
Blonanserin,CID01347
Ikk-inhibitor-x,CID01348
Ipi-145,CID01349
Ar-a014418,CID01350
Losmapimod,CID01351
Ve-822,CID01352
Sch 900776,CID01353
Sotrastaurin,CID01355
Kn-93,CID01356
Semagacestat,CID01357
"4,5,6,7-tetrabromobenzotriazole",CID01358
Kn-62,CID01359
Unc-0321,CID01361
Brivanib,CID01362
Cyt387,CID01363
As-601245,CID01364
Linsitinib,CID01365
Ruxolitinib,CID01366
Alpelisib,CID01367
Nvp-bez235,CID01368
Tws-119,CID01369
Sb-590885,CID01370
Pd-184352,CID01371
Tg-101348,CID01372
Pik-93,CID01373
Plx-4720,CID01374
Pf-477736,CID01375
Su-11274,CID01376
Roscovitine,CID01377
Torin-2,CID01378
Pelitinib,CID01379
Azd-6482,CID01380
Tgx-221,CID01381
Ldn-193189,CID01382
Nvp-aew541,CID01383
Pf-431396,CID01384
Barasertib-hqpa,CID01385
Nu-7441,CID01386
Hg-5-113-01,CID01387
Withaferin-a,CID01388
Chir-99021,CID01389
Xmd-1150,CID01390
Y-39983,CID01391
Ql-xii-47,CID01392
Torin-1,CID01393
As-605240,CID01394
Zstk-474,CID01396
Hg-6-64-01,CID01397
Jnk-9l,CID01398
Wz-4-145,CID01399
Pd-173074,CID01401
Gsk-1904529a,CID01402
Bms-387032,CID01403
Canertinib,CID01404
Afatinib,CID01405
Ql-x-138,CID01406
Pf-562271,CID01407
Mk-2206,CID01408
Palbociclib,CID01409
Osi-027,CID01410
Bms-345541,CID01411
Fostamatinib,CID01412
Jw-7-24-1,CID01413
Gw-843682x,CID01414
Hg-5-88-01,CID01415
Alvocidib,CID01416
Ki-20227,CID01417
Tie2-kinase-inhibitor,CID01418
Kin001-055,CID01419
Kin001-127,CID01420
Alw-ii-38-3,CID01421
Mgcd-265,CID01422
Sb-239063,CID01423
Cc-401,CID01424
Hmn-214,CID01425
Gdc-0879,CID01427
Alectinib,CID01428
Bx-795,CID01429
Cg-930,CID01430
Nvp-bhg712,CID01431
Vx-745,CID01432
D-4476,CID01433
Jnj-38877605,CID01434
Pyrazolanthrone,CID01435
Gw-5074,CID01436
Mln-8054,CID01437
Tak-715,CID01438
Pf-03758309,CID01439
Ql-xi-92,CID01440
Gnf-2,CID01441
Jwe-035,CID01442
Bi-2536,CID01443
Saracatinib,CID01444
Azd-7762,CID01445
Gsk-429286a,CID01446
Xmd-892,CID01447
Ve-821,CID01448
Daminozide,CID01449
Rucaparib,CID01450
Mc1568,CID01451
Sb-939,CID01453
Epigallocatechin-gallate-(-),CID01454
Bix-01294,CID01455
I-bet-762,CID01456
Gsk-j4,CID01457
Acy-1215,CID01459
Agk-2,CID01460
Jq1-(+),CID01461
Gsk-j1,CID01462
Ex-527,CID01463
Iox2,CID01464
Iniparib,CID01465
Ku-60019,CID01466
Ku-55933,CID01467
Gsk-461364,CID01468
Mk-1775,CID01469
Nvp-bgj398,CID01470
At7867,CID01471
Bs-181,CID01472
Osimertinib,CID01474
Gsk-3-inhibitor-ii,CID01475
Motesanib,CID01476
Wz-4002,CID01477
Sb-525334,CID01478
Gsk-1059615,CID01479
Bms-777607,CID01480
Doramapimod,CID01481
Ast-1306,CID01482
Kin001-244,CID01483
Tyrphostin-ag-1478,CID01484
Pf-04217903,CID01485
Gdc-0068,CID01486
Bix-02189,CID01487
Cgp-60474,CID01488
Sb-216763,CID01489
Tivozanib,CID01490
Alw-ii-49-7,CID01491
Xmd-885,CID01492
Entinostat,CID01493
Sulforaphane,CID01496
Purmorphamine,CID01498
Mehp,CID01499
Ky02111,CID01501
Triptolide,CID01503
Mevalonic-acid,CID01505
Tiagabine,CID01520
Sb-242235,CID01521
N6-cyclopentyladenosine,CID01525
Gabazine,CID01529
Quinpirole,CID01534
Cephaeline,CID01537
Pizotifen,CID01539
Dihydroergocristine,CID01542
Zardaverine,CID01543
Diflorasone,CID01548
Celastrol,CID01549
"16,16-dimethylprostaglandin-e2",CID01571
Wy14643,CID01576
Cytochalasin-d,CID01577
U-0126,CID01578
Sb-203580,CID01581
Pd-98059,CID01582
Tyrphostin,CID01583
Estradiol-benzoate,CID01590
Nicl2,CID01612
Mometasone,CID01618
Formoterol,CID01619
Trichostatin-a,CID01625
R-547,CID01627
Cuso4,CID01630
Resiquimod,CID01641
Neostigmine bromide,CID01651
Levamisole,CID01652
Abamectin,CID01654
Trovafloxacin,CID01655
Ticrynafen,CID01656
Proglumide,CID01657
Pergolide,CID01658
Methylparaben,CID01659
Epalrestat,CID01660
Tocainide,CID01662
Rifapentine,CID01664
Mercuric chloride,CID01666
Loxoprofen,CID01667
Indinavir,CID01668
Benzyl acetate,CID01670
Mosapride,CID01673
Azasetron,CID01675
Tiapride,CID01676
Terbutaline,CID01677
Suxamethonium chloride,CID01678
Procaine,CID01679
Maprotiline,CID01680
Ebastine,CID01681
D-tubocurarine chloride,CID01682
Clemastine,CID01683
Bw-723c86,CID01684
Buflomedil,CID01685
Angiotensin,CID01686
Amitraz,CID01687
Sibutramine,CID01688
Piracetam,CID01689
Phenelzine,CID01690
Tegafur,CID01691
Leucovorin,CID01692
Doxifluridine,CID01694
Oxymetazoline,CID01695
Balsalazide,CID01696
Zomepirac,CID01697
N-nitrosodimethylamine,CID01698
Fenbendazole,CID01701
Tropisetron,CID01703
Pirinixic acid,CID01705
Oxfendazole,CID01706
Nimetazepam,CID01707
Aminosalicylic acid,CID01711
2-acetylaminofluorene,CID01713
Bithionol,CID01714
Isoeugenol,CID01716
Ampiroxicam,CID01718
Tenidap,CID01719
Prinomastat,CID01721
Paraquat dichloride,CID01722
L-buthionine sulfoximine,CID01723
Doxofylline,CID01724
Cerivastatin,CID01725
Amineptine,CID01726
Benzethonium chloride,CID01729
Cis-urocanic acid,CID01731
Guanethidine,CID01732
Chlorpyrifos,CID01733
Daidzein,CID01739
Methapyrilene hcl,CID01741
Dioctyl phthalate,CID01742
T0901317,CID01749
Am580,CID01750
Chir99021,CID01754
Avobenzone,CID01755
Sarmentogenin,CID01756
Cymarin,CID01757
Monobutyl phthalate,CID01761
Methoxyacetic acid,CID01762
Mexiletine,CID01763
Methapyrilene,CID01764
Wy-14643,CID01765
Thioacetamide,CID01766
Rifampicin,CID01768
Quinidine,CID01769
Diethylnitrosamine,CID01771
Monocrotaline,CID01773
Disopyramide,CID01775
Adapin,CID01776
Acetamidofluorene,CID01777
Eptifibatide; Eptifibatide injection; Integrelin; Integrilin; Intrifiban,CID51257
Cyclosporin a; Apo-cyclosporine oral solution; Aqua-stasis; Ciclosporin; Ciclosporina; Ciclosporine; Ciclosporinum; Csa; Cya; Cyclo-derm; Cyclosporin; Cyclosporine; Cyclosporine modified; Gengraf; Hydro-stasis; Nail cyclosporin-a; Neoral; Restasis; Restasis multidose; Sandimmune; Sandoz cyclosporine; Teva-cyclosporine,CID51273
"Ratg; Anti-human thymocyte immunoglobulin, rabbit; Anti-t-lymphocyte immune globulin, rabbit; Anti-thymocyte globulin (rabbit); Anti-thymocyte globulin rabbit; Antithymocyte immunoglobulin; Antithymocyte immunoglobulin (rabbit); Rabbit anti-human thymocyte globulin; Rabbit anti-human thymocyte globulin (ratg); Rabbit anti-human thymocyte immunoglobulin; Rabbit anti-thymocyte immunoglobulin; Rabbit antithymocyte globulin; Rabbit atg; Thymoglobulin; Thymoglobuline",CID51279
"Biotin; (+)-cis-hexahydro-2-oxo-1h-thieno[3,4]imidazole-4-valeric acid; (3as,4s,6ar)-hexahydro-2-oxo-1h-thieno[3,4-d]imidazole-4-valeric acid; 5-(2-oxohexahydro-1h-thieno[3,4-d]imidazol-4-yl)pentanoic acid; Acti-biotin 300 caplet 300mcg; B-100 vitamin supplement; Balanced b-100 timed release; Biona-vit controls and prevents hair loss; Biotin  300mcg; Biotin 300 mcg  -  tablet; Biotin 300 mcg tablet; Biotin 500mcg; Biotin cap 500mcg; Biotin ctr srt 1000mcg; Biotin tab 250mcg; Biotin tab 300mcg; Biotina; Biotine; Biotinum; Bonnoir hair medi; Bonogen activator hair loss treatment; Carione rg; Cis-(+)-tetrahydro-2-oxothieno[3,4]imidazoline-4-valeric acid; Cis-hexahydro-2-oxo-1h-thieno(3,4)imidazole-4-valeric acid; Cis-tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid; Coenzyme r; Complete multivitamins and minerals tablets timed release; D-(+)-biotin; D-biotin; D-biotin tab 5mcg a croquer; D(+)-biotin; Doll lash; Dong sung monelyn; Extra-virt plus dha; Folcaps care one; Formula o-care vitamin and mineral supplement; Gentle therapy; Hairq-plus; Healthy mamabe well rounded be well rounded; Integra plus; Lancell hair loss prevention hair grower clean formula; Medi msm (methyl sulfonyl methane); Moreturn hair; Moreturn hair tonic; Morreturn hair care; Ndm scalp; Nexa plus; Nioxin recharging complex; Original bioscal forte multi-vitamin supplement capsules; Phytopecia hair tonic; Scalp scaling; Shen min vitamin supplement; Silica-calcium with biotin capsules; Sincera - tablets; Spai-sons procapell; Spai-sons prolac-vit; Supplement de multivitamines infusion arome fruits rouges; Therapytion nokmosu neutral and oily hair; Therapytion nokmosu sensitive and dry hair; Tk-nax; Twin ultra liquid fruit punch flavor; Twin ultra liquid grape flavor; Twin ultra liquid lemon-lime flavor; Twin ultra liquid orange flavor; Ultimatecare one nf; Ultra hr; Vit-ha multi vitamin and zinc supplement; Vitamin b7; Vitamin h",CID51295
"Ergocalciferol; (3β,5z,7e,22e)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol; (5z,7e,22e)-(3s)-9,10-seco-5,7,10(19),22-ergostatetraen-3-ol; (5z,7e,22e)-(3s)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol; Activated ergosterol; Cal/mag 2:1 with d; Calcium chelate plus vit d; Calcium citrate w vitamin d tab; Calcium magnesium 2:1 tablets with vitamin d; Calcium magnesium avec vitamine d et zinc; Calcium magnesium plus vitamin d liquid; Calcium with vitamin d2; D-forte; Drisdol; Ercalciol; Ergocalciférol; Ergocalciferolum; Formula ec; Formula js; Oleovitamin d2; Osto-d2; Radiostol cap 50000iu; Viosterol; Vitamin d; Vitamin d2; Vitamina d2",CID51310
L-citrulline; (s)-2-amino-5-ureidopentanoic acid; 2-amino-5-ureidovaleric acid; Alpha-amino-delta-ureidovaleric acid; Cit; Citrulline; Delta-ureidonorvaline; L-2-amino-5-ureidovaleric acid; N(5)-(aminocarbonyl)-l-ornithine; N(delta)-carbamylornithine; N5-(aminocarbonyl)ornithine; N5-carbamoyl-l-ornithine; N5-carbamoylornithine; Α-amino-δ-ureidovaleric acid; Δ-ureidonorvaline,CID51312
"Cholecalciferol; (+)-vitamin d3; (1s,3z)-3-[(2e)-2-[(1r,3ar,7as)-7a-methyl-1-[(2r)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1h-inden-4-ylidene]ethylidene]-4-methylidene-cyclohexan-1-ol; (3β,5z,7e)-9,10-secocholesta-5,7,10(19)-trien-3-ol; (5z,7e)-(3s)-9,10-secocholesta-5,7,10(19)-trien-3-ol; Acti-cal/mag 2:1 + zinc and d caplet; Actical plus calcium-magnesium-vitamin d3-silicon chewable; Activated 7-dehydrocholesterol; Active calcium plus magnesium, vitamin d and silicon; Actonel sachet kit; Alendronate-cholecalciferol; Apcal; Apo-alendronate/vitamin d3; Avon nutrivance soft calcium chews with vitamin d; Beta carotene provitamin a with d; Cal/mag 1:1 with zinc and vitamin d - tablet; Calci-yum plus magnesium + d3; Calciol; Calcium 600 + d; Calcium and magnesium 1:1 plus tablets; Calcium and magnesium with vitamin d; Calcium citrate with vitamin d; Calcium et magnesium plus vitamin d; Calcium supplement tab; Calcium/magnesium/vitamin d - capsule; Calma-d; Caltrate 600 plus d - tablet; Cataplex d tab 400unit; Cc; Chela calmag-100 plus zinc d3; Chela calmag-300 plus zinc d3; Colecalciferol; Colecalciferolum; D-tabs 10000unit; Euro d 10 000; Formula 3200 waf 100unit; Fosamax plus d; Fosavance; Iprical; Jamp-vitamin d; Liqui cal-d; Liquid cal/mag plus d; Liquid calcium and magnesium with vit.d; Magnacal; Mid-life magnacal 2; Nutri-chem calcium magnesium with d and zinc; Oleovitamin d3; Opti-cal chewable +d caplet; Osteo formula; Osteo-life; Osteo-plus; Oyster shell calcium with vitamin d; Pharma-d 10000 iu; Pharma-d 5000 iu; Pharma-d 50000 iu; Port a mins super cal-mag 300/150 with vitamin d3; Port a mins super calcium 375 with vitamin d3; Port a mins super calcium 750 with vitamin d3; Pure calcium calcium; Riva-d; Sandoz alendronate/cholecalciferol; Super cal mag plus; T-pa cap; Teva-alendronate/cholecalciferol; Usana active calcium; Usana calmag plus tablets - tab; Usana optimizer actical plus calcium-magnesium-vitamin d3-silicon tablets; Vitamin d 1000iu; Vitamin d 400 iu; Vitamin d 400 iu tablets; Vitamin d-3; Vitamin d-dry 400 i.u.; Vitamin d3; Vitamin d3-softgel capsules; Vitamin d3-softgel capsules 10000 iu; Vitamin d3-softgel capsules 2000 iu; Vitamin d3-softgel capsules 25000 iu; Vitamin d3-softgel capsules 5000 iu; Vitamin d3-softgel capsules 50000 iu",CID51320
Valsartan; (s)-n-valeryl-n-{[2'-(1h-tetrazol-5-yl)biphenyl-4-yl]-methyl}-valine; Act valsartan; Apo-valsartan; Apo-valsartan/hctz; Auro-valsartan; Auro-valsartan hct; Ava-valsartan; Ava-valsartan hct; Byvalson; Diovan; Diovan hct; Diovan-hct; Dom-valsartan; Entresto; Exforge; Exforge hct; Mylan-valsartan; Mylan-valsartan hctz; N-(p-(o-1h-tetrazol-5-ylphenyl)benzyl)-n-valeryl-l-valine; N-pentanoyl-n-{[2'-(1h-tetrazol-5-yl)biphenyl-4-yl]methyl}-l-valine; Novo-valsartan; Novo-valsartan/hctz; Pms-valsartan; Pms-valsartan-hctz; Q-valsartan; Q-valsartan hctz; Ran-valsartan; Riva-valsartan; Sandoz valsartan; Sandoz valsartan hct; Teva-valsartan; Teva-valsartan/hctz; Valsartan and hydrochlorothiazide; Valsartan hct; Valsartan hctz; Valsartan-hctz,CID51323
Lorazepam; Apo-lorazepam sublingual; Ativan; Dom-lorazepam; Lorazepam injection usp; Ntp-lorazepam; O-chlorooxazepam; O-chloroxazepam; Phl-lorazepam; Teva-lorazepam,CID51327
"Vidarabine; 2-(6-amino-purin-9-yl)-5-hydroxymethyl-tetrahydro-furan-3,4-diol; 9-beta-d-arabinofuranosyl-9h-purin-6-amine; 9-beta-d-arabinofuranosyl-adenine; 9-beta-d-arabinofuranosyladenine; 9-β-d-arabinofuranosyl-9h-purin-6-amine; 9-β-d-arabinofuranosyladenine; Spongoadenosine",CID51330
Dofetilide; Beta-((p-methanesulfonamidophenethyl)methylamino)methanesulfono-p-phenetidide; Dofetilida; Dofetilidum; Tikosyn,CID51333
"Reserpine; (-)-reserpine; (−)-reserpine; (3beta,16beta,17alpha,18beta,20alpha)-11,17-dimethoxy-18-[(3,4,5-trimethoxybenzoyl)oxy]yohimban-16-carboxylic acid methyl ester; 3,4,5-trimethoxybenzoyl methyl reserpate; Apoplon; Hydropres 25 tab; Hydropres 50 tab; Reserpin; Ser-ap-es tab; Serpalan",CID51334
Torasemide; Torsemide; 1-isopropyl-3-((4-m-toluidino-3-pyridyl)sulfonyl)urea; Demadex; Luprac; N-(((1-methylethyl)amino)carbonyl)-4-((3-methylphenyl)amino)-3-pyridinesulfonamide; Torasemida; Torasemidum,CID51337
Glimepiride; Amaryl; Apo-glimepiride; Avandaryl; Co glimepiride; Duetact; Glimepirida; Glimépiride; Glimepiridum; Novo-glimepiride; Pioglitazone and glimepiride; Pioglitazone hydrochloride and glimepiride; Pms-glimepiride; Ratio-glimepiride; Sandoz glimepiride,CID51338
"Nevirapine; 11-cyclopropyl-5,11-dihydro-4-methyl-6h-dipyrido(3,2-b:2',3'-e)(1,4)diazepin-6-one; Apo-nevirapine; Apo-nevirapine xr; Apo-zidovudine-lamivudine-nevirapine; Auro-nevirapine; Mylan-nevirapine; Nev; Nevirapine extended release; Nvp; Pms-nevirapine; Teva-nevirapine; Viramune; Viramune xr",CID51343
Mesalazine; 3-carboxy-4-hydroxyaniline; 5-aminosalicylic acid; 5-asa; Apriso; Asacol; Asacol 800; Asacol hd; Asacolitin; Canasa; Claversal; Delzicol; Fisalamine; Iialda; Lialda; Lixacol; M-aminosalicylic acid; Mesalamine; Mesalazina; Mesalazinum; Mesasal; Mezavant; Ntp-5-aminosalicylic acid; P-aminosalicylsaeure; Pendo-5 asa; Pentasa; Pentasa suppository - 1g; Rowasa; Salofalk; Sf rowasa; Sfrowasa sulfite-free formulation; Teva-5 asa,CID51345
Cabergoline; (8beta)-n-[3-(dimethylamino)propyl]-n-[(ethylamino)carbonyl]-6-(2-propenyl)-ergoline-8-carboxamide; (8r)-6-allyl-n-[3-(dimethylamino)propyl]-n-(ethylcarbamoyl)ergoline-8-carboxamide; 1-((6-allylergolin-8beta-yl)carbonyl)-1-(3-(dimethylamino)propyl)-3-ethylurea; 1-[(6-allylergoline-8beta-yl)carbonyl]-1-[3-(dimethylamino)propyl]-3-ethylurea; 1-ethyl-3-(3'-dimethylamionpropyl)-2-(6'-allylergoline-8'beta-carbonyl)urea; Act cabergoline; Apo-cabergoline; Cabergolina; Cabergolinum; Dostinex,CID51346
"Dapsone; 1,1'-sulfonylbis(4-aminobenzene); 1,1'-sulfonylbis[4-aminobenzene]; 4-(4-amino-benzenesulfonyl)-phenylamine; 4-(4-aminophenylsulfonyl)aniline; 4-(4-aminophenylsulfonyl)benzenamine; 4-aminophenyl sulfone; 4,4'-dapsone; 4,4'-diaminodiphenyl sulfone; 4,4'-diaminodiphenyl sulphone; 4,4'-diaminodiphenylsulfone; 4,4'-sulfonylbisaniline; 4,4'-sulfonylbisbenzenamine; 4,4'-sulfonylbisbenzeneamine; 4,4'-sulfonyldianilin; 4,4'-sulfonyldianiline; Aczone; Bis(4-aminophenyl)sulfone; Bis(p-aminophenyl) sulfone; Dadps; Dapsona; Dapsonum; Dds; Diaphenylsulfone; P-aminophenyl sulfone; P,p-sulphonylbisbenzamine; P,p-sulphonylbisbenzenamine; P,p'-diaminodiphenyl sulfone",CID51348
Terconazole; Taro-terconazole cream; Terazol 3; Terazol 3 dual pak; Terazol 7; Zazole,CID51349
"Medrysone; 11beta-hydroxy-6alpha-methylpregn-4-ene-3,20-dione; Hms",CID51350
"Clotrimazole; 1-((2-chlorophenyl)diphenylmethyl)-1h-imidazole; 1-(alpha-(2-chlorophenyl)benzhydryl)imidazole; 1-(o-chloro-alpha,alpha-diphenylbenzyl)imidazole; 1-(o-chloro-α,α-diphenylbenzyl)imidazole; 1-(o-chlorotrityl)imidazole; 1-(α-(2-chlorophenyl)benzhydryl)imidazole; Alevazol; Anti fungal; Anti-fungal; Antifungal; Antifungal foot; Aspiera anti-fungal; Athlete foot cream with clotrimazole; Athlete s foot afac; Athletes foot antifungal antifungal; Atopalm clotrimazole antifungal; Au kah chuen antifungal; Best choice clotrimazole; Betamethasone clotrimazole; Blossom pharmaceuticals antifungal; Budpak antifungal clotrimazole; Canesten 1 vaginal tablet combi-pak; Canesten 3 vaginal tablet combi-pak; Canesten combi-pak 1 day therapy; Canesten combi-pak comfortab 1; Canesten combi-pak comfortab 3; Canesten combi-pak cream 1; Canesten comfortab 1; Canesten comfortab 3; Canesten cream 1; Canesten cream 3; Canesten cream 6; Canesten external cream; Canesten external cream refill; Canesten v; Careall clotrimazole; Careone clotrimazole; Clotrimaderm external cream; Clotrimazoil antifungal; Clotrimazole 7; Clotrimazole and betamethasone dipropionate; Clotrimazole antifungal; Clotrimazole athletes foot; Clotrimazole external cream; Clotrimazole external cream refill; Clotrimazole jock itch; Cvs antifungal ringworm; Cvs clotrimazole maximum strength; Cvs pharmacy clotrimazole 3; Cvs pharmacy itch relief antifungal; Cvshealth antifungal; Dermacinrx therazole pak; Dermatin antifungal; Dr sheffield athletes foot; Dynarex antifungal; Equaline clotrimazole antifungal; Equate jock itch; Exchange select atheletes foot; Family care clotrimazole antifungal; Family wellness antifungal; Fastrin anti - fungal skin care; Femmesil; First aid research antifungal .5oz; First aid research antifungal cream 1oz; Foot care clotrimazole; Footlogix; Footlogix intensive care diabetic formula; Forticept antifungal cooling; Fortinia; Fungazoil advanced; Fungicure intensive; Fungicure liquid gel; Fungicure manicure pedicure; Fungicure manicure pedicure liquid gel; Fungicure pumpspray; Fungistat max; Gehwol fusskraft nail and skin protection; Gehwol med foot; Gehwol nail protection pen; Gerlasan hand; Good neighbor pharmacy clotrimazole; Good neighbor pharmacy clotrimazole 3; Good sense athletes foot antifungal; Gyne-lotrimin 3; Gyne-lotrimin 7; Healthy accents antifungal; Heb antifungal; Hua tuo xian gao; Jidesheng; Jock itch; Jock itch antifungal; Jock itch cream with clotrimazole; Kerasal foot and toe; Kleer-plex fungistat athlete foot cure; Kleer-plex fungistat fungus cure; Kroger athletes foot; Kroger jock itch; Lakesia; Leader clotrimazole anti-fungal; Live better antifungal; Lotriderm cream; Lotrimin; Lotrimin (tn); Lotrimin antifungal; Lotrisone; Lucky supersoft athletes foot; Major clotrimazole; Makesense; Meijer athletes foot; Meijer clotrimazole 3; Meijer clotrimazole antifungal; Mycelex (tn); Myclo solution; Myclo-gyne inserts; Occulus skin hydrating topical foam clo-1; Occulus skin hydrating topical foam clo-1 antifungal foam; Olp clotrimazole; Our family athletes foot; Pedesil; Pedesil maximum strength; Pms-clotrimazole-betamethasone; Pro-ex anti fungal; Protective and moisturizing skin; Protective nail and skin; Publix athletic foot; Quality choice clotrimazole; Rexall athletes foot; Rexall jock itch; Rite aid antifungal ringworm; Shield and protect anti-fungal; Shopko athletes foot; Shoprite antifungal; Signature care antifungal; Signature care athletes foot; Smart sense athletes foot antifungal; Smooth gator fungus eliminator; Soundbody clotrimazole antifungal; Sunmark antifungal; Sunmark clotrimazole 3; Terrasil anti-fungal treatment; Terrasil anti-fungal treatment max; Terrasil foot and nail anti-fungal; Terrasil foot and nail anti-fungal maximum strength; Terrasil jock-itch treatment max; Terrasil rapid-clear anti-fungal; Terrasil ringworm treatment max; Terrasil tinea treatment max; Theraplus plus; Topcare antifungal; Topcare clotrimazole 3; Up and up athletes foot; Up and up jock itch relief; Upandup clotrimazole; Walgreens clotrimazole; Walgreens clotrimazole 3; Walgreens clotrimazole antifungal; Walgreens jock itch; Western family athletes foot; Winco antifungal; Zapotol clotrimazole",CID51352
Sulfanilamide; 4-aminobenzene sulfonic acid amide; 4-azanylbenzenesulfonamide; Avc; Avc vaginal; P-aminobenzenesulfamide; P-aminobenzenesulfonamide; Para-aminobenzenesulfonamide; Prontosil album; Sa; Streptocide; Sulfamine; Sulphanilamide,CID51353
